,title,status,pros,cons,review,rating
3429,Good Mentors,Software Developer Intern(Former Employee),,,"While a company with diverse projects and cutting edge innovation, internships are not as catered to. Mentorships are great, however the projects can be hit or miss depending on how large the project is (for example, there might not be enough work for the entirety of the internship).",3.0
3430,Good compensation and work/life balance but bad Job security/advancement,IT Systems Engineer(Former Employee),"Compensation, time flexibility, free coffee, healthcare","Career progression, stuck with same customers/project for 1-2 years","Great compensation especially after a few years of service, work life balance is great because of the time flexibility (needed if working with mutltiple geos)But the continuous effort to colocate jobs in only specific sites had cut career progressions if you do not happen to be in the right site.   Then you add the pressure to get promoted every 3-4 years and you will begin feeling job insecurities.   You of course can always change careers or move to other sites but that is hard to do as you grow older.",4.0
3431,Great grotwth and learning,Product Development Q&R Engineer(Former Employee),,,The culture is based on productivity and growth. There is expectation to not stagnate and continue to get to the next job level. Productivity and team work were rewarded. There was a great training organization were work and interpersonal skills were learned.,4.0
3432,"Challenging, fast paced, results focused, community conscious",Engineering Program Manager(Former Employee),"Well recognized company/brand, good benefits, talented employees, various perks such as corporate discounts",US employees (in particular) may have work extended hours to interface with global teams,"Over my 21+ years at Intel, I've experienced a wide range of opportunities, challenges, rewards and occasionally frustrations.I think the biggest challenge for Intel is to be nimble enough for new business while maintaining current business.I've worked with some very good people on a variety of interesting projects and in various roles.  There are more employee support programs recently, such as fitness centers, Health for Life programs and on-site services like dry cleaning.Globalization and multi-site virtual teams often require people to worked extended hours.",5.0
3434,good company to work,Process Integration Engineer(Current Employee),,,Excellent to place to work. Have a lot of chance to work with the smartest people in the memory industry. Nice people and management. Good pay and benefit.,5.0
3435,Very challenging and fun,Former Software Engineer(Former Employee),good money,lots of testing,You have them tell you what they need and you have to produce product period its very hard to extremely hard  very enjoyable tho be a tester not a programmer. I would maybe come back,4.0
3436,ping pong,Engineer II(Former Employee),free bananas,"current situation, crporate culture",good learning oportunitiesgood work life balanceprogrammed and verified hardwareupper management is to optimize stocks these days.leads to undecided middle managementrecently cut many good employees.nice co workers in my experience.,4.0
3437,Company in transition,graphics Software Engineer(Former Employee),,,Company in transition from PC industry to mobile industry.Have to make changes fundamentally to survive. Coordinations are not well between groups.,3.0
3438,Na,Senior Software Engineer(Current Employee),,,"Company push a project very hard, it is hard to find balance of family and life here. If you have a kid, and want to have work and family balance life, it is hard to do",3.0
3439,I enjoyed the workplace with my work and job.,Sr. Developer(Former Employee),good work life balance,,I enjoyed the workplace with my work and job. It was a wonder experience working with the great Intel team. I got opportunity to work on the intel security consumer web site and the RRT Portal.,5.0
3440,best work,Sr Tableau Developer(Current Employee),,,best work best result. when do better work with company that can best of feedback you can earnmanagement has nice approach with me that can be i will satisfy with the company,4.0
3441,N/a,Senior Software Engineer(Former Employee),,,"Work in Intel have a big risk.1> big laid off every five year, and the selection is in-justice.2> not allow to go back to Intel forever, even your next company is a support vendor(Green Badge). That will almost kill your career.3> In Oregon area, difficult to find another job.",4.0
3442,An example of what a remote office should be,Network Manager / Software Development Intern(Former Employee),,,"A great team to work for.Our team was an agile development team for Intel's Advanced Threat Defense.We spearheaded the development into virtual and dockerized evolutions of the product for cloud application.Our leadership took pains to make sure there was a sense of unity and teamwork and empowered us to work both locally and remote.The biggest challenge of the work wasn't the product, rather the organizational limitations placed on our team - we were integrated with a team that was completely unfamiliar with teleworkers which resulted in some friction in communications.  This is understandable when groups are accustomed to being able to walk across a campus and in the same time zone.The best part of the work was its continually changing nature.  We operated like a startup: High pressure for results and continuous improvements while integrating technologies that were new to us.  There was always something new to learn and always some new feature we wanted to try.",5.0
3443,Great place to work with excellent learning opportunities,Application Engineer(Former Employee),,,Great place to work.  Larger sites have more career opportunities than smaller sites. Work/life balance depends on team - could be very good or could be very bad. Good compensation compared to some other companies.,4.0
3444,Good place to work,Senior Software Engineer(Former Employee),,,"Intel is a good company to work for.  Although it is hard for Intel to grow faster, it still make a lot of money.  And it will still be around for many years.",4.0
3445,enjoy work,"Sr. Wireless System,Analog,Platform Validation Eng(Former Employee)",,,I have many Intel’s platform and SoC with extensive industry HW and SW experiences. I have worked few companies as wireless communication architecture and HW designer.,2.0
3446,I enjoyes working at Intel.,Performance test engineer and PM.(Current Employee),,,Enjoyed my job at Intel. Always took bleeding edge and challenging projects. I was a mentor at Intel for 14 years that gave me a great experience to work with various individuals and teach performance testing and project management.,4.0
3447,None,Tec Trng and Org Dev Pgrm Mngr(Former Employee),Great Benefits,Poor advancement opportunities and poor management.,"Intel provides great benefits, however the culture varies from org to org.  The only consistent thing is the poor management who have no idea of how to develop, maintain and grow the talent they have.",3.0
3448,Use caution when considering Intel as long term employer,Operations & Engineering Manager(Former Employee),,,In the 90's Intel's culture revolved around the employee and output.That's no longer the case.  It's now all about output and very little about the employee.,2.0
3449,management changes directions too often,Sr. Software Engineer(Former Employee),,,"It is a great company, but has its struggles these years. Reconstruction happens every year, and changing directions happens often.",4.0
3450,An Okay place to work,Android Mobile Test Engineer(Former Employee),none,Treated temporary employees very differently from their permanent counter parts.,- A standard work place.- Working at a standard level.- No Heads up projection to current test plan and status of current projects and future projects.-  Management is disorganized which lead to unorthodox budgeting to teams within the company.- Major restrictions to Contractors which made being efficient to the team and company very problematic.- contractors vs. permanent employees relations in the work place made for a segregated and very unpleasant place to work.- Co workers were kind and did the best of their ability to provide their contracting counter parts with limited tools and applications to make work more proficient.- The most enjoyable part of this job was learning and understanding the way Intel products work and how they are tested from start to finish.,2.0
3451,good work life balance,Graphics Software Engineer(Current Employee),,,"good work life balance at intel with decent amount of work and no pressure environment, also good work location which are not very crowded",2.0
3452,Great Perks,Senior Automation Engineer(Former Employee),"onsite gym, free fruit and drinks, good health benefits","no telecommuting, major restructuring making it no longer feel secure","When you work at Intel, you are surrounded by smart people. It is a results driven company but they know how to treat employees by offering lots of perks. Most locations have a state of the art gym onsite with free fitness classes. Drinks and fruit are always available and free. You can get free massages and they have a doctor's office onsite for your convenience.Intel is going through some major restructuring right now. It makes it hard to work with so much turmoil but hopefully all the actions being taken will result in a stronger company and put things back on track.The most enjoyable part of the job is mentoring others. Intel encourages mentoring and coaching and it brings a lot of satisfaction to see someone grow and succeed with your guidance.",5.0
3453,good place,Senior Software Engineer(Former Employee),interesting work,job did not last long,"wrote an emulatior the computer processes. Used C++ to do work, Nice location for the work, They gave me free rain to see what I could do with the emulator. They were pleased with it.",3.0
3455,Sun and values employee,Software Engineer(Current Employee),,,"Good team, Values Employee, Fun to workWork life BalanceFlexible to move within groupsLess guidance and mentorship.Less compensation",4.0
3456,Collaborative team bringing technology to retail,Field Application Engineer(Former Employee),"Team work environment, working with new technology",,The best part of this job was working with new technologies and working with a great group of people as we called on an important retailer.,4.0
3457,innovative place to work,IT Flex Software Engineering Manager(Former Employee),"healthcare, great pay, innovative culture",stressful,"Very smart people, very challenging and innovative. The hardest part was to ensure you keep a work life balance. You have to move very fast and gain domain knowledge to make you productive in a ever changing environment.",5.0
3458,Was a premier employer-now focused on dollars,Software Engineering Manager(Former Employee),"free drinks, free fruit, good benefits pacjage","long hours, high stress environment, lack of employee focused advancement and training, current senior leadership","Once an elite employer in the tech market.  Leader in innovation and market direction.  Now focused on money, and less on innovation.  Current leadership not in tune with customers, OEMs or tech direction.",3.0
3459,"I like my past organization, it was really nice working with my team to achieve the single goal.",Software Engineer(Former Employee),,,"I like my past organization, it was really nice working with my team to achieve the single goal. I have learnt a lot with the help of seniors also learned hoe to learn by own.",5.0
3460,Productive place to work,Software Engineer(Current Employee),,,"good place to start your career, and gain strong technical skills.Work life balance not that great. Expect a lot of work, for at or below the industry standard pay.",4.0
3461,Intel - a changing company,Pre,free fruit,"changing management, organizations",Intel is great company with good work-life balance. Being a large company it takes effort to work through management chains to get things rolling.,3.0
3462,Great place to work,Verification Engineer(Current Employee),,,Challenging work. Many opportunities to work on different areas. Clear communication from management about different projects and what is going on in the industry at large,4.0
3463,Big company trying to adjust to new challenges,Software Engineering Manager(Current Employee),,,Intel is trying to adapt to challenging business environment by adjusting strategies. Need to improve on business decision making efficiency to adapt to the fast changing tech world.,4.0
3464,Reorganization needed urgently,Software Engineer(Former Employee),Job security,Very little room for personal growth,Reorganization is needed to enable this company to compete with an ever increasing startup culture in the world.Pros: Job security. Many employees have been with the company +30yrsCons:The organization is not very supportive of employee personal growth,2.0
3465,Intel Security,Technical Lead/Team Manager(Current Employee),,,Not a work life balance job.Management is not providing support.Not enough career advancement.Below average compensation in terms of the work life balance proportion of the amount of work.Not recommended.,4.0
3466,Job security is bad for some teams,Software Engineer(Former Employee),,,"My team had 5 managers during two years period.  A team of 6 engineers disappeared in about 1 year;  either transferred to other part of company, or found job outside the company, or got laid off.",3.0
3467,Great benefits but top management lacks direction,Reliability engineer(Former Employee),,,Great benefits with opportunities to cross train in may areas. Pride in working on cutting edge technologies.Top management does not provide consistent message and vision.,4.0
3468,Individual Contributor,Software Engineer(Current Employee),Benefits,work-work balance,Aggressive production environment with constantly changing goals and technology requiring a high tolerance of ambiguity where meritocracy is the standard for promotion.,3.0
3469,Quite good as stable career development and longevity,Platform Applications Engineer(Former Employee),Good work environment and technical support as well as work life balance,Sometime a draconian approach to accomplishments or lack thereof,Well suited towards a long term and established form of career in engineering. Support for tasks with equipment and training excelled.Often times work goes beyond the 8 hour day and the focus of getting the job done is paramount to success. On a cautionary side the failure to produce results can in many cases put the focus on all activities even in cases where priority calls have to be made.,4.0
3470,A positive experience.,Software Developer(Former Employee),,,"In general, the engineering team was competent, and the individuals were very hard working and dedicated.  The work environment  was professional.",3.0
3471,Great Place To Work,Software Engineer(Former Employee),"Benefits, Individual and Team Contribution equally valued",Too big means wasted resources aplenty,"My favorite Intel principle was always 'Risk Taking', which I interpreted as ""Be not afraid to risk, but know what you are risking"".If anything bugs me more, it is being fearful in your position to invent, create something new, and my tour at Intel gave me so many opportunities to push my ideas out.A lot of it had to do with the people I worked with, all extremely dedicated, to a fault sometimes.And the pay/benefits made it truly unique.  I never would have gone to Israel, Poland, or Shanghai if it had not been for my global role in this company.  And I even used my sabbatical to go to China for three weeks.  Where else can you work where you get that time of time to just travel?",5.0
3472,Perfect place to work if there is job security,Software Engineer(Current Employee),,,"People are very nice. Best work and culture. Good compensation and benefits. Low job security, especially for smaller sites.",5.0
3473,"Standard corp job, no frills, but some good projects",Software Developer III(Former Employee),,,"Not sure what they want here, will fill in details later....They are definitely a hardware company that is trying to become a software company, with lots of growing pains.",3.0
3474,Overall Intel is a Great place to work,Software Configuration Management Engineer(Current Employee),great place to work,managment,Intel is a very interesting place to start a career. Some of my co-workers have move on to start business of their own. I like having to work hard to get ahead. I disagree with the ability of managers to stifle careers. Overall i enjoy this company,3.0
3476,Great company to work,Senior Software Engineer(Current Employee),Great working conditions.,There are no cons,I am still working at Intel and it a great company.I developed windows kernel mode driver for the High speed Networking cards and truly enjoy with very talented people.,5.0
3477,"Productive, Good job work/life balance",Software Engineer(Current Employee),,,Very good company to be in.Very good job culture.Very good work environment. Good salary and perks.Really enjoying working here.,4.0
3478,Intense Work Culture,Product Development Engineer(Former Employee),"Challenging environment, great benefits",slow turn around time,"Intel was an excellent first job that really got me a feel for just about everything that goes on when making a chip, leading it through design in the fab all the way too finished products. Everyday was a challenge and it required 120% to be able to get your work done and retain all the information. The management I had was excellent, but work was always overwhelming. Probably the hardest part of the job was the time it took to get turn around time on issues. They usually required many reviews and meetings. The best part of the job were the people I worked with, they were very positive and I learned a lot from them.",4.0
3479,nice to work,Hadoop Developer(Current Employee),,,"•	Over 7 years of experience in the field of IT including two years of experience in Hadoop ecosystem and good object oriented programming skills•	Good knowledge of Hadoop Architecture and various components such as HDFS, Job Tracker, Task Tracker, Data Node, Name Node and Map-Reduce conceptsResponsible for writing Map Reduce programs.•	Experience in creating custom Lucene/Solr Query components.•	Experience in developing Shell scripts and Python Scripts for system management",4.0
3480,Great place to work,SOFTWARE ENGINEER(Former Employee),"Healthcare, stock plan, 401K, sabbatical",Unexpected job loss has become the norm. Very long hours required.,Overall a great company to work for if and only if you happen to find a good manager to work for.  Cyclic industry slowdowns can lead to a rapid and unexpected job loss though they do provide a general redeployment program assuming you have the years behind you.,4.0
3481,A good place to work...unless you're trying to release new software.,Product Manager / Technical Program Manager(Current Employee),"Fair pay, respect for work/life balance.","weak, somewhat insecure management","Intel is a fine company with good benefits and all that, but software at Intel is really hard, and our management couldn't settle on a strategy to save their lives. I felt my input, based on sound reasoning and a proven track record, fell on deaf ears. As a product manager, my own leadership either couldn't get out of my way or have my back.As for the culture, it was okay. There were plenty of nice people and I fit in well-enough, but my location was full of cliques and that lead to feeling isolated frequently. I know other people in different locations have had a more positive experience. The company does respect work/life balance, however, and I really appreciate that.",4.0
3482,Fun place to work,Software Engineer Intern(Former Employee),environment and co-workers,healthcare benefits,"Best place to work, work-life balance. Managers are very helpful. Processes oriented company. Separate cubicles to all employees and labs are open. Library and toys.",5.0
3483,Good work/life balance,SOC Infrastructure engineer(Current Employee),,,"Good work/life balance, but benefits are so-so. 2.5% adjustment per year is barely enough to compensate for inflation. Great please to learn though.",5.0
3484,Product/Program Manager,"IT Specialist, Program/Project Manager(Former Employee)","Working from home, people, technical challenges","Hours, salary","The ability to work at different tasks and extremely capable people made Intel a great place to work.  Interacting with engineers, end users and staff gave me practice at using both people and technical skills.In the last position, the most difficult part of the job were the hours as my team worked 24/7. This required meetings at odd hours.Working @ Intel taught me how to be flexible, learn that almost anything could be accomplished with Team work and to look at the positive.  Don't complain, LOOK for solutions!",4.0
3485,Generally a great place to work!,Software / Hardware QA(Former Employee),Very good healthcare,,"Great working environment. Good opportunities to advance. Bad managers do not last long there, great one flourish. Clean campus and good food in the cafeterias. Safe work environment.",4.0
3486,Amazingly educational and fun place to work,Backend Developer(Former Employee),"Flexible schedule, Invaluable mentors",,"I worked for a Basis, a company that was acquired by Intel that still had a mid-range startup culture. A typical day started with a brief stand-up meeting to discuss the challenges of that day and the rest of the day the team was tasked with solving those challenges ranging from software development and architecture to deploying the code and monitoring the performance in the field.Management was hands off yet extremely accessible and frequently 1 on 1's were held to discuss each employee's satisfaction and input. My co-workers were fantastic. They served as mentors that drove me to learn intensely in my 6 month stay. I was very satisfied overall.",4.0
3487,Great place to be as a software engineer.,Software Engineer(Current Employee),,,"As a software engineer, Intel tries to emulate the newer company/start-up feel while still adhering to its traditional technology company values. This allows for great work life balance while still holding its employees accountable.",5.0
3488,Productive and fun work atmosphere with some of the greatest engineering minds,Software Engineer(Current Employee),"Free drinks for blue badge employees, great health benefits, good bonus payouts in profitable years",Poor bonus payouts in not profitable years,"A typical day at work starts with standup in the mornings, free starbucks brewed coffee, and wearing as many hats as you would like to wear. Groups I've typically worked in for Intel employ some form of Agile development, and as such, you get to be a software developer, software validation, and automation engineer at any point. While it can be demanding, this GREATLY increases your overall useful skillset and has helped me immensely in my professional career. The hardest part of the job is that sometimes there are some VERY demanding schedules, but you get paid back on the other end with recognition and having easier weeks/months as well. My co-workers are some of the brightest minds in their respective fields and getting to work closely with some of Intel's Fellows and Senior Fellows was its own reward. Management can swing wildly however between the two different styles of groups. Money making groups tend to have happier employees and plenty of budget to make work fun. As such, management in these groups attracts the best managers available. On the other hand, money ""saving"" groups, or groups that only look to make certain parts of Intel process more efficient tend to have low turn over rates and higher job security at the cost of deeply unrewarding work. These type of groups tend to foster a mistrust of your co-workers as everyone is directly in contention for promotions and good reviews. On the other side, the money making groups tend to take the approach of ""a rising tide raises all ships"", so if they group does well, everyone in it tends to WANT to do well and works hard-more...",5.0
3489,Great company to work for,Application Developer(Current Employee),,,I really like working for Intel. Its has great work and life balance. People are very friendly and willing to help you out.,5.0
3490,Opportunities to learn and great work environment,UI Developer(Current Employee),,,Intel Security provides the opportunity to influence as business models evolve. Tremendous opportunity to expand professional network.The work environment is friendly and collaborative. The management teams know what they are doing and are always eager to help when possible.,5.0
3491,Very good working culture,Software Engineer Intern(Former Employee),Location for me was not very good,,I was working as an Intern in Intel. It was a very good experience.Very less micromanagement from the Team Lead. Good Projects,4.0
3492,A workplace with a lot of resources,"Perceptual Computing Software Intern, IOT Group(Former Employee)",,,"It's usually busy with workload, but there is a lot of thing you can learn if you like to do so. Many meetings inside the team, and regular meeting 1:1 with the manager. A very nice experience to work at this organization!",5.0
3493,Good at Management and productivity,Sr. Abinitio developer(Former Employee),,,Intel provides a scope for each individual to grow along with the organisation. Good place to learn and achieve something good in a perfect way.,4.0
3494,Great workplace,Software Developer(Former Employee),,,I loved working in Intel. It is a big corporation with lots of learning and being surrounded by latest technology. I learnt alot by working there.,5.0
3495,A technology giant trying to reinvent itself,Automation Software Engineer(Current Employee),,,Intel is a semiconductor technology leader and currently foraying into new technologies. The work culture is relaxed while being dedicated to deliver consumer friendly compute infrastructure. A good place to explore some of the leading semiconductor design and fabrication technologies.,4.0
3497,Fun place to work where growth depends on you manager,Research Scientist/Product Development Engineer(Former Employee),,,Good place to work. Your growth depends on your manager.  The yearly progress review for  promotions is not transparent.  Project and resource management is also not transparent.,3.0
3498,It's really great place to work,Power Application Engineer Internship(Current Employee),,,I am enjoying every technical moment at Intel and great management. Work and life is well balanced. Compensation is really good and great people to work with.,5.0
3499,"Used to be good, has gotten worse",Software Development Project Manager(Former Employee),You get to work with very smart people,Cutthroat internal competition seriously stifles teamwork,"Started in 1995, left just a little while back.  Used to fun, interesting, now is boring, corporate, bureaucratic, doesn't support innovation.  The 'Ranking & Rating' system is laughable, requires somebody to be put in the 'lower third' and not be eligible for bonuses.  You end up competing against your peers, who are also supposed to be your teammates.  The most insane (80 hour weeks/no family) usually wins.  Good luck succeeding in that environment.  There is no real teamwork here.",2.0
3500,Good pay but very high pressure,Product Development Engineer(Former Employee),Pay,Pressure,"Focal review process creates a lot of pressure, with actual quotas for percentage of people who get poor performance reviews.",4.0
3501,Fun workplace but scope for learning can be more,Product Development Engineer(Former Employee),,,Work place can be more productive. Mentoring could have been better. Team with which we join matters a lot for improving one's skill set.,3.0
3502,Intel - its all in who your manager is,Programmer Analyst(Current Employee),"Onsite food, cafes, ATMs, discount benefits, internal transfer ability",Hard not to be working 50+ hours a week every week to keep up,"Most of the reason why you'll like or hate Intel has a lot to do with who your manager is. They can make you on a great career path, or you can be left to the wolves. Intel lays off a lot of people each year in the annual review process. ""They hire the best"" but they also layoff a certain percentage (target) in the annual review. Its not terribly hard to beat the odds and not be the one let go. However you have to play the game, and not be the one that gets picked for sacrifice. Since they did away with the pension benefit several years ago and reduce the profit sharing percentage the compensation has gone down a little bit.I've worked at Intel twice, both times were excellent until mgmt changed and then it wasn't great. So if you are interviewing really think hard if you would 'like' to be with the manager weather the message is good or bad. Also, look out for behavioral interviewing, its been part of training in the past, i think its not worth the time, but it occurs. Also, as someone who opened a REQ in the past to hire someone, please be upfront about your VISA stations/right to work in the USA. Most of the applicants i got when i had positions open were F, B, or H visas we weren't going to pay for or go thru the process.Sometimes the job REQs are exaggerated lists of skills that they'll take less then indicated.",4.0
3503,good company to work for,Product Development Engineer(Former Employee),,,life/ work balance is reasonable. Management know what they are doing. the compensation and the packages are really good.,4.0
3504,Excellent people to work with,Technical Lead/Solution Architect/Developer(Former Employee),"Pay, Benefits, Great people",Management doesn't value their work force,"Intel is like any large corporation in that there are management teams out there who do not work for or believe in their employees. But then again, there are excellent managers at Intel you can work for, if lucky, that really recognize the values of their employees. Intel does have excellent pay and benefits they provide to their employees. The greatest part about Intel is the highly skilled extremely intelligent people you get to work with.",4.0
3505,Fun Place to work with ping pong table,Tier I Technical Support Specialist(Former Employee),"Ping Pong, benefits, hours, remote days, available overtime, learning","No promotion, heavy call days, updates no going as planned, having to leave because of relocation","A typical day at work is filled with new and different issues that I had the opportunity to fix.I learned a lot about web security, email security, and archiving.  Learning networking there, helped me in my day to day life at home and dealing with my own networking security issues that arose from time to time.Management, gave great feedback, and was always available to help whether it be from internal issues, home issues, or even client issues.Co workers were key in learning and bouncing ideas off of.The hardest part of any given day was language barriers with international teams.The most enjoyable part of the days were the co workers and camaraderie that we all possessed.",5.0
3506,Good work and life balance,Product Test Development Engineer(Former Employee),"Good total compensation, top 10 large company in the US.",Management works on perception and not reality.,"I was fortunate enough to work in a group where I get to do everything, just like a start up.  That is what keep me going for more than 15 years there.  Good salary, bonus, and some RSU.  Stock option went up in smoke in 2000.",3.0
3507,Intel is a result oriented company,System Architect(Current Employee),encourages innovation,but all ideas are only applied to computers,"As an system architect at Intel, I have been enjoying the opportunities of surfing the cutting edge technologies, and research the best ways of balancing product feature set, reliability, cost, time to market, etc. The most fun part of my job is to build Prove of Concept systems in the lab for testing innovation ideas. When it works, it is a great thing for an engineer, and when millions units sold on the market with the idea, it is a life time achievement.",5.0
3508,Exciting and challenging every day,SOFTWARE QUALITY ANALYST(Current Employee),,,"It's a great place to work, good work/life balance, excellent health benefits, enjoyable work environment and good people",5.0
3509,Mounting pressure to do more with less,Senior Software Engineer(Former Employee),,,Constant pressure to do more with less. Panic mode PC sales not good. Missed mobile market. Current CEO is a loose canon.,4.0
3510,Fun place to work with great perks,Product Development Engineer(Former Employee),,,"Raffled off free sporting event tickets, management lets you focus on your work and work/life balance. Great coworkers who are friendly and committed",4.0
3511,Large Company with lots of opportunity,Senior Product Development Engineer(Former Employee),free coffee,long hours,Expect to work across geographies with some travel.  Yearly Ranking and Rating (performance review) is poor and demoralizing.  Make sure to move around the company.,4.0
3512,Intel’s Oregon FABs develop cutting edge CPUs it’s fast paced with good work life balance,Integration engineering tech(Former Employee),"Flextime, work from home and great gyms",Not enough time in a work day or work week.,"My 19yrs at Intel was full of rewarding experiences working with the most talented work force in the semiconductor industry. Working in production is fast paced with WIP goals, deadlines and unscheduled maintenance. Working with the construction projects and engineering group is a lesson in trades management with the best coaches/coworkers.",4.0
3513,Productive and Fun place to work,Software Engineer Intern(Current Employee),,,"Great place to work, had a nice exposure and learned a lot. Team was very supportive and guided me throughout my projects",5.0
3514,Good technology experience,Lead Platform Architect(Former Employee),"free coffee, drinks",a lot of tension,"Great place to work to gather technical knowledge and new technologies.  However, there are many layers of management, credits not provided to the right person.",4.0
3515,"Good teammates, opportunities, and benefits, but work life balance may suffer at times.",Product Development Engineer(Former Employee),,,"MDO product development in Hudson, MA, was a good place to work  until it was closed.  A good team with good management created a nice work environment.  Critical mass at the site is being lost as job functions are removed.",4.0
3516,"Not too good, not too bad",Platform Integration & Validation Engineer(Current Employee),work environment,work load,"nice people around,good management,quick decisions,poor work life balance,heavy work load,poor recreation facilities,poor food at canteen",3.0
3518,Great Place to start your career,Graphics Software Engineer(Current Employee),,,"I really enjoyed my time at Intel. I worked on some good projects. But the intel culture is not as dynamic as I was expecting. The work life balance is really great. My team was excellent, and I really felt happy to be part of that team.",4.0
3519,Fun place to work,Big Data Engineer Intern(Current Employee),,,"I thoroughly enjoy working at Intel, the management is cool. In the end it's all about results. I love playing ping pong with my colleagues and also I work the culture.",4.0
3520,Great place to work,Developer(Former Employee),"Team and Management were in synch, positive team attitude",,"Many meetings to synch large teams, communicate cross site managers of progress, review requirements, design, code, test plans, quarterly progress and other responsibilities. Attended classes on multiple programming language and technologies. Worked on project from various geographic locations which worked on various technologies. Alternative job roles were recommended by management.",4.0
3521,Great place to work,Principle Product Development Engineer(Former Employee),Good company.,Ranking and rating can be troublesome.,"Good challenging work,Decent chances for upward mobility.Fun and free after hour events.Intel is active in the community.Professional environment.",4.0
3522,Process engineer  tech,Back end Process(Former Employee),"great place to eat the cafeteria offer a variety of meals., fruit and drinks are free 24hs a day 7 days a week",day are long 12 to 14 hrs,"first in the morning  545am we have a passdown, to see  the status of system and what do we need to follow up.  then  at 730 am we have tools status and priorities   with the SX engineers.the hard part of the job is when systems going down and then we have  to look for another path to continue  with the production.during the day we have  to shoot , measure and  crunch an EF,  if there is any drift on FC. or dose  need to  submit   RCT edit,  then   sx engineer  will check RCT and approve or disapprove the edit, at the same time a need path is open   to keep production goingoverall rating is very interesting place to work  95%",5.0
3523,Stressful,Technical Lead(Current Employee),,,"Too much work and not enough time and people for the amount of projects being worked on.  Some teams are good to be on and work with, others are not.",3.0
3524,Good place to be for engineers,Solution Architect – Internet of Things Group(Current Employee),,,Troubleshooting customer issues w/ hardware or software.Good co workers.Bad middle managers.Medicocre management.Great engineers.Good benefits - work/life balance,3.0
3525,"Work hard, be strong",Software/Virtualization Engineer(Current Employee),Sabbatical,Politics,"It has been interested to my career and personal life there, and a lifetime landmark for me.mostly you worked 8 ~ 12 hours for moderate work performance, and  you should keep up working on the technical development and building relationship over the office politics.I learned a lot of process development, technical area, and validation methodology.The management is various, and it is hard to write down in a paragraph.It was hard to work with someone who does not listen to peer, and does not show the respect. Worse case, the management can not handle it.Having Sabbatical is awesome. Sometimes, people does not come back. It's sad.",4.0
3526,Good and talented team members and fun to work,Senior Software Engineer(Current Employee),"We often have team building and creative activities; i.e.: group painting, archery, ...",We must non stop providing better ways of doing things,"At Intel, a long working day but fun when achieve milestones and be recognized.I have learned new technologies every day.We have talented and hard working team members.  We shared responsibilities and covered our tasks to completion.The hardest part of the job is to provide as many as possible intelligent solutions and flexible applications.  The rewards are when the applications are up and execute our daily goals",5.0
3527,It's ok if you like cubicles.,LEAD FRONT END DEVELOPER(Current Employee),Work/Life Balance is great.,Everything else.,Very old like 1980's corporate culture is very out of date for modern tech employers. The business people are very much  in charge at intel and corporate culture reflects it. If you're a software engineer looking for a great employer I'd keep looking.,3.0
3528,Reinventing itself in Krzanich era,"Product Management Intern, Wireless Display (WiDi)(Former Employee)",,,Highly bureaucratic but rewarding work. Constantly reinventing itself to catch up in mobile and what's ahead in technology,4.0
3529,Great team work ethic,System Integration Engineer(Former Employee),"Two types of sabticals, free fruit, on-site cafeterias, great IT support",Going to the compressed cubes and open office format,"Quite a diverse portfolio of products being developed each year.  So you will always will have a something new to work on.  Team's norms seem to be consistent so expectations are fairly understood.I had a great time working with my peers for several years, very little turn-over.The hardest part of the job was the long hours necessary due to the outsourcing model of working with China.",4.0
3530,Great Company,Senior IT Engineer(Former Employee),,,Great Company to work for.Company has great benefits and has good work life balance.I would highly recommend working for the company.,4.0
3531,Very Balanced Life!,Software Application Engineer Intern(Former Employee),"Free food, benefits, decent work load, gym, and massage chairs",management can be remote,A typical day at Intel is working 8 hours in a cubical. My manager was remotely communicating to my team. Team was great! Job was not hard. The best part of the job was being able to get compliments from colleagues after the project was finished.,5.0
3532,Strong corporate culture,Product Development Engineer(Former Employee),,,Great company to work for. high pressure environment. constant dead lines moving. Fair compensation. some of the smartest people on the planet.,4.0
3533,Intern Experience in Intel Security,Software Developer Intern in Angel Scrum Team(Former Employee),No snacks or food.,,"In Data Scrum team, and learned a lot of new technique skills. Project moves fast, and team work is great here.Working environment is pleasing.",4.0
3534,Changeling and interesting job,Software Developer Intern(Current Employee),,,"I really like the work environment, very friendly colleagues. I got work with some challenging tasks which are interesting at the same time new to me, so learning is a great experience.",5.0
3535,Bureaucratic,Sr. Application Engineer/Lab Manager(Former Employee),,,"Intel has gotten very bureaucratic in the 20 years with which I was associated. Worthless work can be hidden in silos, permitting bad management to retire in place.",4.0
3536,Top notch company to work for,Quality and Reliability Engineer(Former Employee),Get to work with cutting edge techology,Stressful around review time,Intel is a great company. The work is satisfying and you can advance with hard work.  The culture is very competitive and can be quite stressful around review time.  I would recommend Intel to anyone who can get a job there.,5.0
3537,Great working environment.,Business Objects Specialist(Former Employee),,,"Job Duty 1 – Develop and maintain Business Objects reports, universes, and metadata (25%)Job Duty 2 – Run unit testing and validation of Business Objects reports and universes (25%)Job Duty 3 – Develop report prototypes and review and fine tune report deliverables with project team (25%)Job Duty 4 - Review requirements and translate into technical tasks to meet system specifications (5%)Job Duty 4 – Collaborate with Client SMEs and vendor teams to develop and implement the solution (15%)Job Duty 5 - Assist with deployment activities such as exporting BIAR files (10%)",5.0
